text,label
COVID-19 Green Response and Recovery Support,Related to climate
Create more efficient ways of implementing Smart City Plans (SCPs); inclusive & resilient - World Bank (ICF),Related to climate
Creating a new climate data and information source to support urban resilience planning across Tanzania,Related to climate
Creation of the National Fund for Climate & Environment (FONERWA),Related to climate
Crisis and Disaster Risk Financing - Catalyst Civil Society Innovation,Related to climate
"Danish Refugee Council (DRC)- Provision of Livelihoods and Protection Assistance to Refugees in Tanzania, ICF contribution",Related to climate
Data Driven Responses to the Covid-19 Climate Change and Food Security nexus,Related to climate
Decentralised Renewable Energy Access Markets (DREAM),Related to climate
Degraded Land Mapping for Kalimantan and Papua provinces,Related to climate
Deliver a joint US AID/GIZ/DFID workshop in Bonn which would seek to advance the international discussion on adaptation monitoring and evaluation,Related to climate
Delivering ambition of the United Nations Secretary General’s Climate Summit 2019 to,Related to climate
Delivering climate resilient WASH in Africa and Asia - Financial AID to Government of Ethiopia - Capital,Related to climate
Delivering climate resilient WASH in Africa and Asia - Financial AID to Government of Ethiopia - Programme,Related to climate
Delivering climate resilient WASH in Africa and Asia - Support to WHO for Climate induced disease risk modelling.,Related to climate
"Delivering climate resilient Water, Sanitation and Hygiene in Africa and Asia",Related to climate
"Delivering Climate Resilient Water, Sanitation and Hygiene in Africa and Asia - Climate Resilient Water and Sanitation in Ethiopia - Technical Assistance component",Related to climate
Delivering food and cash through WFP: ICF component,Related to climate
Delivering resilience through Mahatma Gandhi National Rural Employment Guarantee Act  (MGNREGA) - An assessment of how the national rural employment guarantee scheme builds resilience to climate shocks.,Related to climate
Design and piloting of Local Adaptation Plan of Action and Renewable Energy Programmes activities.,Related to climate
Design of Adapt Environmental and Climate Resilience Programme,Related to climate
Design of climate smart capacity building pilot,Related to climate
"Design of Forest Governance, Markets and Climate Project",Related to climate
Design Phase Climate Information and Services for Africa,Related to climate
Design Phase Renewable Energy from Forests in the Miombo (REFORM),Related to climate
"Design work for Delivering climate resilient Water, Sanitation and Hygiene in Africa and Asia",Related to climate
Design work for Global Water Resources Management Programmes,Related to climate
Develop an International Centre for Climate Change by International Institute for Environment and Development,Related to climate
Developing Business and Investment Models and Linkages for Sustainable Commodities,Related to climate
"Developing Climate Resilient  Livelihoods for local communities through public-private partnership for 500,000 people in Western Nepal that suffer from climate extremes and environmental disasters",Related to climate
Developing methods for measuring the deforestation avoided as a result of International Climate Fund projects,Related to climate
Developing Regulatory Framework for Waste Cooking Oil Management in Jakarta city,Related to climate
Development of analytical tool to assess hydropower options at river basin scale,Related to climate
Development of International Forestry Knowledge (KnowFor),Related to climate
Development of sustainable and secure community livelihoods in the Congo Basin. A consortium of NGOS working with a range of key stakeholders in forest dependent communities.,Related to climate
Development of the Investments in Forestry and Climate Change programme,Related to climate
DFID advisory technical assistance programme funded - International Climate Fund contribution,Related to climate
DFID advisory technical assistance programme funded - International Climate Fund contribution - DO NOT USE,Related to climate
DFID Climate Mainstreaming Facility,Related to climate
"DFID contribution to the Green Climate Fund to support low-carbon, climate resilient growth in developing countries",Related to climate
DFID support for Kailash Sacred Landscape Conservation and Development Initiative (ICIMOD),Related to climate
DFID Support to a Senior Scientis to Focus on Forests and Climate Change at CIFOR (2011 onwards),Related to climate
DFID support to the World Bank to promote regional dialogue and support work in 3 river basins and 1 landscape- South Asia Water Initiative (SAWI),Related to climate
DFID Tanzania support for building economic resilience and adaptive capacity for growth and poverty reduction - scoping and business case development for ICF financing.,Related to climate
Direct Response through Emergency Cash Transfers,Related to climate
"Disaster resilience institution strengthening and community based disaster risk management with the Red Cross (resource, climate finance)",Related to climate
Disaster Resilience Programme,Related to climate
Disaster Risk Insurance,Related to climate
Disaster Risk Insurance - Global Parametrics Equity (International Climate Fund (ICF)),Related to climate
Disaster Risk Insurance - Global Parametrics Loan (International Climate Fund (ICF)),Related to climate
Donor Focal Point Adviser for Forestry Programme,Related to climate
DRYAD - Financing sustainable community forestry enterprises in Cameroon through support to ICRAF (International Centre for Research in Agroforestry),Related to climate
EAIF - Private Infrastructure Development Group's contribution to the Investment Climate Fund,Related to climate
East Africa Geothermal (Design Costs),Related to climate
East Africa Geothermal (Evaluation),Related to climate
East Africa Geothermal (Technical Assistance),Related to climate
East Africa Geothermal Energy (EA-Geo),Related to climate
East Africa Geothermal Energy Main funding component (EA-Geo),Related to climate
East Africa Geothermal Energy Review of the Geothermal Risk Mitigation Facility (GRMF),Related to climate
Eco Systems and Poverty Research Programme Research,Related to climate
Eco Systems and Poverty Research Programme Research – Independent Review,Related to climate
Economic Appraisal of Asia Pacific Climate Resilience Platform and ASEAN Catalytic Green Finance Facility (A&D),Related to climate
Economic Dialogue on Green Growth in Bangladesh,Related to climate
Economics of Low Carbon Development for Indonesia,Related to climate
El Nino Emergency Preparedness and Response in Kenya - MENTOR Initiative,Related to climate
El Nino preparedness and response through Kenya Red Cross Society (KRCS),Related to climate
Electricity Capacity Addition Roadmap—an action plan for 2022 and a mission document for 2030,Related to climate
"Emergency cash transfer payments to 90,648 households affected by drought in the four Arid counties of Northern Kenya",Related to climate
Energy Access Policy Fund,Related to climate
Energy and Economic Growth Programme- ICF eligible funding,Related to climate
Energy Efficiency Training,Related to climate
Energy Security and Resource Efficiency in Somaliland,Related to climate
Energy Security in Health Facilities in Kenya - Procurement of equipment,Related to climate
