iati_identifier,text,label
GB-1-202433-112,Natural Disaster Resilience - Evaluation and Assessment,Related to climate
GB-GOV-1-300351-117,InfraCo Africa - Private Infrastructure Development Group's contribution to the Investment Climate Fund,Related to climate
GB-1-111635-134,Stakeholder Mapping and Analysis,Related to climate
GB-1-201724-156,Upgrading the Ghana Forestry Commission’s internet connectivity for the national Wood Tracking System,Related to climate
GB-1-203603-105,Programme funded Adviser costs and Monitoring & Evaluation and Innovation and learning consultants,Related to climate
GB-1-205011,Support to South Sudanese Refugees in Kenya (15/16),Related to climate
GB-1-205138-102,"Reconstruction - Infrasturcture Investment (climate resilient), via Mott Macdonald Ltd",Related to climate
GB-1-114394-101,South Asia Water Initiative Project,Related to climate
GB-1-201893-102,Evaluating the impact of insurance in helping poor farmers protect their livelihoods,Related to climate
GB-GOV-1-300554-104,Bangladesh RRNRP (Objective 3): Supplying LPG cooking gas for Rohingya refugees in Bangladesh (Investment Climate Fund - ICF),Related to climate
GB-1-111635-142,Extension of Contract for a JUSTIANTO,Related to climate
GB-1-111635-182,Capacity Building for Frontline Players in Improving Forest Governance,Related to climate
GB-1-202698,Kenya Market Assistance Programme (MAP),Related to climate
GB-1-203034-111,Monitoring  Evaluation and Learning,Related to climate
GB-1-203282-105,Monitoring and Evaluation on Promoting Low Carbon Development,Related to climate
GB-1-204988-101,African Agriculture Technology ( AATF) Phase111 ( 2015-2020),Related to climate
GB-GOV-1-300067-112,Financial modelling of solid waste transit points and identification of new landfill site in Freetown ICF CDEL,Related to climate
GB-1-205027-101,"Design work for Delivering climate resilient Water, Sanitation and Hygiene in Africa and Asia",Related to climate
GB-GOV-1-300991-101,Capacity building in climate action - ICF RDEL (Multilateral),Related to climate
GB-1-201879-115,[FINISHED] London Business School (LBS) - Science of Scale: Funding data-driven research on scale in digital sectors in emerging markets in Africa,Related to climate
GB-1-204702,"Sanitation, Water and Hygiene for the Rural Poor",Related to climate
GB-1-202108-108,Agricultural Model Inter-Comparison and Improvement Project - International Crops Research Institute for the Semi-Arid Tropics Research,Related to climate
GB-1-200822-101,Climate Change Network - DFID Research Contribution,Related to climate
GB-1-204654,Water Security For Growth,Related to climate
GB-1-202534-104,Climate Change Adaptation in Dry lands Project,Related to climate
GB-1-205222-119,"Cities and Infrastructure for Growth (CIG). Build the enabling environment for Investment into cities, energy, Infrastructure and Urban services for the poor in Zambia. RDEL ICF element.",Related to climate
GB-1-202328-109,School Construction and Infrastructure - Climate Change Intervention,Related to climate
GB-1-204888-107,"Support to reduce hunger gaps, improve long-term food security and mitigate conflict among the rural poor in the states of Northern Bahr El Ghazal, Warrap and Eastern Equatoria - World Vision Australia",Related to climate
GB-1-201879-103,"[FINISHED] Crowd Power – building the evidence base on how crowdfunding for energy access can support economic, social and environmental development objectives in sub-Saharan Africa and Asia.",Related to climate
GB-GOV-1-300885,British Support for Infrastructure Projects (BSIP) (formerly Developing Markets Infrastructure Programme (DMIP),Related to climate
GB-1-203835,FCFA - Future Climate For Africa,Related to climate
GB-1-201891-102,Fiduciary Risk Assessment of the Adaptation Fund,Related to climate
GB-1-203431-103,National Fund for Climate change - Monitoring&Evaluation,Related to climate
GB-1-202957-105,First Round of RBFs Approved and Started - Capital,Related to climate
GB-GOV-1-300125-106,Asia Development Bank research on transitions to e-mobility in the Asia-Pacific region (growth focus),Related to climate
GB-GOV-1-300555-103,ICF Land Reform Facility,Related to climate
GB-1-200368-108,2nd Promissory Note for Supplemental Contribution to the CIFs (formerly ETF) PPCR Capital,Related to climate
GB-GOV-1-300705-118,Adaptation Action Coalition - Secretariat and Locally-Led Adaptation,Related to climate
GB-1-203473,Productive Social Safety Net Programme,Related to climate
GB-1-204364,Assisting Public Institutions and Markets to Become Resilient to Effects of Climate Change in Tanzania ( AIM for Resilience),Related to climate
GB-GOV-1-301000-112,MoU with ICIMOD for Nature Based and Air Pollution Solutions in the  Hindu Kush Himalaya - RDEL,Related to climate
GB-GOV-1-300186-102,Low Carbon Development Indonesia Secretariat,Related to climate
GB-1-201295-108,Carbon Foundation of East Africa - Improved Cook Stoves,Related to climate
GB-GOV-1-300125-101,CCG - Loughborough University research on systems and sector interactions for climate-compatible infrastructure investment (climate focus),Related to climate
GB-GOV-1-300728-116,ICF PFP - additional support costs for partnership with Bill & Melinda Gates Foundation,Related to climate
GB-1-205058,UK - Ghana Partnership for Jobs and Economic Transformation (JET),Related to climate
GB-GOV-1-301502-105,"Monitoring, Evaluation and Learning for the Colombia: Forests, Communities & Sustainable Growth programme",Related to climate
GB-1-204020-103,Evaluation- Climatescope - Clean Energy Investment Index,Related to climate
GB-1-204794-101,Infrastructure for Climate Resilient Growth Programme - Generic Component,Related to climate
GB-1-204837-102,Appraisal & Design for the Energy Programme,Related to climate
GB-1-202539-109,Programme Funded Post to Provide Programme Delivery Support and Technical Assistance to SADC and Cooperating Partners,Related to climate
GB-1-202822-104,Report on opportunities for international coordination for monitoring and evaluation climate change assistance,Related to climate
GB-1-204956-106,Development of sustainable and secure community livelihoods in the Congo Basin. A consortium of NGOS working with a range of key stakeholders in forest dependent communities.,Related to climate
GB-1-201733-116,Emerging Markets Private Equity Association (EMPEA) membership,Related to climate
GB-1-203264,Building Disaster Resilience in Pakistan,Related to climate
GB-GOV-1-300363,Building Resilience in Ethiopia (BRE),Related to climate
GB-1-204045,Urban Water for Sudan (UW4S),Related to climate
GB-1-203871-107,ESRES Programme Phase 1 CDEL Spend (Fund Manager),Related to climate
GB-1-204674,African Development Fund 14th Replenishment (AfDF14),Related to climate
GB-1-204984-103,"Support to Nepal’s Green, Resilient and Inclusive Development Platform",Related to climate
GB-GOV-1-300186-101,Economics of low carbon development for Indonesia,Related to climate
GB-GOV-1-300126-110,CLARE - WISER - MET Office - Research and Evidence Divisions programme (CDEL) investment to improve weather early warning systems and inform better agriculture decisions Research,Related to climate
GB-GOV-1-301015-108,Scoping for the trade and investment facility - CDC,Related to climate
GB-1-202806-102,Summaries of the impact of climate change on DFID countries in Africa (total 10 countries),Related to climate
GB-1-201724-143,"Joint Evaluation of European Union Forestry, Law, Enforcement, Governance and Trade Facility",Related to climate
GB-1-204825-107,Enhancing energy access for vulnerable communities in Assam through decentralized renewable energy model,Related to climate
GB-1-203842-101,"Partnership fund with the Asian Development Bank and Rockefeller foundation, which will be used, to help cities plan for and invest in reduce the impacts of weather-related changes and extreme events.",Related to climate
GB-GOV-1-300705-127,MDB workshops – innovative financing for adaptation,Related to climate
GB-1-202817-106,Data Driven Responses to the Covid-19 Climate Change and Food Security nexus,Related to climate
GB-1-201857,Market Development in Northern Ghana,Related to climate
GB-1-201733-115,Component closed - External Evaluation of the CP3 Public Private Partnerships Project,Related to climate
GB-GOV-1-300368-107,Improved Resilience in Productive and Environmental Sectors,Related to climate
GB-1-203603-110,Strengthening livelihoods programmes and food security in Karamoja,Related to climate
GB-1-202328-108,Sustainable renewable energy for unserved primary schools in Khyber Pakhtunkhwa,Related to climate
GB-1-204637-104,"Finance via REACT to support early-stage enterprises that provide off-grid solar systems to poor households in Zimbabwe, Zambia, Sierra Leone and Malawi.",Related to climate
GB-1-204135-102,Bihar Agriculture Growth and Reform Initiative - ICF,Related to climate
GB-1-200368-112,Feasibility study for an evaluation of the Climate Investment Funds (CIFs),Related to climate
GB-GOV-1-301000-113,Pacific Partnerships Facility - UNDP Samoa,Related to climate
GB-1-204364-107,"Monitoring, Evaluation and Learning",Related to climate
GB-1-202775-111,Informing change in the Indus basin - International Water Management Institute (IWMI),Related to climate
GB-1-204603,Multi-Year Humanitarian Programme in Pakistan,Related to climate
GB-1-113848-103,Accelerating Reforms in Forest Tenure and Governance to Meet Priority Global Challenges (2011 onwards),Related to climate
GB-1-205238-126,FSDAi Core Funding CDEL-FT ICF - Financial Sector Deepening Africa (Investment) Limited,Related to climate
GB-1-200773-104,Donor Focal Point Adviser for Forestry Programme,Related to climate
GB-1-111635-183,IMFLEG in Support of FLEGT VPAs in the Congo Basin,Related to climate
GB-1-202657,Kenya Essential Education Programme,Related to climate
GB-1-201129-111,Support to Alternative Energy Promotion Centre - Post-Earthquake Response for Renewable Energy - CDEL,Related to climate
GB-1-114035-104,Support to CGIAR - Payment to STC in Respect of ICIPE,Related to climate
GB-GOV-1-300683,Strengthening Ethiopia’s Adaptive Safety Net (SEASN),Related to climate
GB-1-203574-109,Support to the Finance Innovation for Climate Change Fund,Related to climate
GB-1-204019-130,"Support to the International Organisation for Migration (IOM) for provision of Water, Sanitation and Hygiene -  for the South Sudan Humanitarian Assistance and resilience building programme – International Climate Fund costs",Related to climate
GB-1-203473-104,ICF Capital - support implementation of green public works aimed at improving communities resilience to climate shocks.,Related to climate
GB-1-203469-108,"(Not in Use) Support to African Risk Capacity (ARC) Agency to provide technical assistance to African Countries seeking to participate, or participating, in the ARC Risk Pool",Related to climate
GB-1-203186,Rural Access Programme 3,Related to climate
GB-1-201891-104,Practical guidance on how to incorporate the causes and consequences of climate change into adaptation project appraisals and climate proofing to help countries make robust decisions of their adaptation options,Related to climate
GB-GOV-1-300126-117,CLARE - MET Office Climate Risk Reports,Related to climate
GB-GOV-1-300978-107,Environment and Climate related Humanitarian Support (Cdel),Related to climate
GB-1-204012-106,Implementation of Market System Development -  RDEL,Related to climate
GB-1-203871-102,ESRES Programme Phase 1 - RDEL Spend (Fund Manager),Related to climate
